"Protein.Accession","Gene.Names","Protein.Annotation","X0h.a","X0h.b","X2h.a","X2h.b","X8h.a","X8h.b","X16h.a","X16h.b"
"sp|Q6GQV7|EDRF1_MOUSE","Edrf1","Erythroid differentiation-related factor 1 OS=Mus musculus GN=Edrf1 PE=2 SV=1",43236.4,43933.6,42424.3,46859,63424.1,58953.3,78817.3,79931
"sp|Q8BL66|EEA1_MOUSE","Eea1","Early endosome antigen 1 OS=Mus musculus GN=Eea1 PE=1 SV=2",41498.4,41802.8,47284.2,42906.2,79629.5,71394.4,148134.8,149197.4
"sp|P10126|EF1A1_MOUSE","Eef1a1","Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3",2420378.1,2310734.9,1494322.3,2436225.5,2891590.4,2781232.3,4265240.2,4072828.9
"sp|P62631|EF1A2_MOUSE","Eef1a2","Elongation factor 1-alpha 2 OS=Mus musculus GN=Eef1a2 PE=1 SV=1",2340823.1,2155573.2,1619981.7,2516981.6,2892573.3,2843345.9,4114066.2,3862146.1
"sp|O70251|EF1B_MOUSE","Eef1b","Elongation factor 1-beta OS=Mus musculus GN=Eef1b PE=1 SV=5",126277.2,126498.2,139910.5,125660,193321.6,179949.9,298304.9,305402.9
"sp|P57776|EF1D_MOUSE","Eef1d","Elongation factor 1-delta OS=Mus musculus GN=Eef1d PE=1 SV=3",126032.7,117591.4,140613.2,117961.4,158321.9,151190.9,226466.9,242692.6
"tr|D3YUQ9|D3YUQ9_MOUSE","Eef1d","Elongation factor 1-delta (Fragment) OS=Mus musculus GN=Eef1d PE=1 SV=3",118282.7,109325.2,130181.3,109663.4,146583.8,139314.2,209971.7,227347.5
"tr|D3YY68|D3YY68_MOUSE","Eef1d","Elongation factor 1-delta OS=Mus musculus GN=Eef1d PE=1 SV=1",127736.3,116990.3,141833,118081.6,159046.5,152810.8,221768.8,235314.3
"tr|D3Z7N2|D3Z7N2_MOUSE","Eef1d","Elongation factor 1-delta (Fragment) OS=Mus musculus GN=Eef1d PE=1 SV=1",118524.5,113002.4,121224.2,110289,146151.5,138596.1,216109.8,233468.5
"sp|Q9D1M4|MCA3_MOUSE","Eef1e1","Eukaryotic translation elongation factor 1 epsilon-1 OS=Mus musculus GN=Eef1e1 PE=2 SV=1",119793,113452,121271.7,108867.2,156367.5,144153.7,202930.5,210060.9
"sp|Q9D8N0|EF1G_MOUSE","Eef1g","Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3",182208.5,181357.3,176691.5,178788,263735.2,245774,443859.5,457115.5
"sp|P58252|EF2_MOUSE","Eef2","Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2",589092.4,580097.5,580296.1,591127.9,790369.1,756163.2,1067387.5,1076758
"sp|Q8BGQ6|EFC14_MOUSE","Efcab14","EF-hand calcium-binding domain-containing protein 14 OS=Mus musculus GN=Efcab14 PE=2 SV=1",11090,10704.9,11819.1,10237.6,17704,18785.4,18508.8,18548.6
"sp|Q9WVK4|EHD1_MOUSE","Ehd1","EH domain-containing protein 1 OS=Mus musculus GN=Ehd1 PE=1 SV=1",94804.7,97125.7,98069.2,94650.3,133258.8,125196.5,183183.6,177821.9
"sp|Q60872|IF1A_MOUSE","Eif1a","Eukaryotic translation initiation factor 1A OS=Mus musculus GN=Eif1a PE=2 SV=3",90407.2,81828,86905.2,86040.4,110576.6,104220.2,141695.9,147636.8
"sp|Q3THJ3|EIF1A_MOUSE","Eif1ad","Probable RNA-binding protein EIF1AD OS=Mus musculus GN=Eif1ad PE=2 SV=2",46283.1,46501.9,47662,44077.2,59784,58011.5,78238.6,81274.1
"sp|Q9CXU9|EIF1B_MOUSE","Eif1b","Eukaryotic translation initiation factor 1b OS=Mus musculus GN=Eif1b PE=2 SV=2",86627.5,91239.9,97690.7,95492.9,136090.5,130411.6,147663.3,150954.7
"sp|Q8BJW6|EIF2A_MOUSE","Eif2a","Eukaryotic translation initiation factor 2A OS=Mus musculus GN=Eif2a PE=2 SV=2",86743.2,87362.9,47462.8,85518.2,95744.4,90143.8,145445.5,150010.7
"tr|B1AUN2|B1AUN2_MOUSE","Eif2b3","MCG14442 OS=Mus musculus GN=Eif2b3 PE=4 SV=1",104758,100726.2,103548.1,102209.9,135089.6,129768.6,180619.4,189203.1
"sp|Q61749|EI2BD_MOUSE","Eif2b4","Translation initiation factor eIF-2B subunit delta OS=Mus musculus GN=Eif2b4 PE=2 SV=2",78432.1,71750.1,51425.7,82739.5,80688.1,80572.5,125231.3,130997.5
"sp|Q6ZWX6|IF2A_MOUSE","Eif2s1","Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus GN=Eif2s1 PE=1 SV=3",139186.8,137241.8,133463.4,130477.3,172943.1,166961.1,222558.4,231465.2
"sp|Q99L45|IF2B_MOUSE","Eif2s2","Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus GN=Eif2s2 PE=1 SV=1",151796.7,136321.4,122939,165209.8,184730.6,168869.2,245142.3,248871
"sp|Q9Z0N1|IF2G_MOUSE","Eif2s3x","Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus GN=Eif2s3x PE=1 SV=2",154748.8,157738.5,135309,156569,186726.2,182931.5,236014.2,242564
"sp|Q8JZQ9|EIF3B_MOUSE","Eif3b","Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus GN=Eif3b PE=1 SV=1",131010.3,132328.2,138537.1,126012.7,165629.5,159480.3,234647.4,236025.9
"sp|O70194|EIF3D_MOUSE","Eif3d","Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus GN=Eif3d PE=1 SV=2",141695.1,138049.1,103949.6,140927.4,173919.2,166336.5,239957.3,245414.1
"sp|P60229|EIF3E_MOUSE","Eif3e","Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus GN=Eif3e PE=1 SV=1",141459.9,139299.4,145836.3,133770.2,172936.5,166824.5,225277.6,222443.8
"sp|Q9DCH4|EIF3F_MOUSE","Eif3f","Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus GN=Eif3f PE=1 SV=2",136041.2,137065.6,151007,131750.1,168122.3,162310.3,217104.6,221142.8
"sp|Q9Z1D1|EIF3G_MOUSE","Eif3g","Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus GN=Eif3g PE=1 SV=2",130215.1,118876.5,105576.4,135253.2,160550.9,155820.9,233740.7,245714.8
"sp|Q91WK2|EIF3H_MOUSE","Eif3h","Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus GN=Eif3h PE=1 SV=1",158329.1,156673,164635.4,152622,193324.9,189360.7,241756.8,256747.2
"sp|Q9QZD9|EIF3I_MOUSE","Eif3i","Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus GN=Eif3i PE=1 SV=1",129510.1,127940.2,143807.9,123279.9,164613.8,157436.5,228040.3,224848.7
"sp|Q66JS6|EI3JB_MOUSE","Eif3j2","Eukaryotic translation initiation factor 3 subunit J-B OS=Mus musculus GN=Eif3j2 PE=1 SV=1",149504.9,150628.4,142803.5,138796.6,186645.3,177938.5,230013.1,231974.1
"sp|Q8QZY1|EIF3L_MOUSE","Eif3l","Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus GN=Eif3l PE=1 SV=1",144061.4,142838.6,151924,139953.7,179113.7,174254.4,236777.2,239056.5
"sp|P60843|IF4A1_MOUSE","Eif4a1","Eukaryotic initiation factor 4A-I OS=Mus musculus GN=Eif4a1 PE=1 SV=1",159002.6,162474.9,162874.6,160142.6,217161.9,205064.8,287171.6,281999.6
"sp|P10630|IF4A2_MOUSE","Eif4a2","Eukaryotic initiation factor 4A-II OS=Mus musculus GN=Eif4a2 PE=2 SV=2",156337.8,156398.9,157439.4,152935.2,200956.4,190719.9,253387.3,247630.6
"sp|Q8BGD9|IF4B_MOUSE","Eif4b","Eukaryotic translation initiation factor 4B OS=Mus musculus GN=Eif4b PE=1 SV=1",136052.2,123769.1,130398.7,126687.5,158628.3,156930.4,204648.7,218442.5
"sp|P63073|IF4E_MOUSE","Eif4e","Eukaryotic translation initiation factor 4E OS=Mus musculus GN=Eif4e PE=1 SV=1",111250.5,113147,116534.5,108459.9,152120.9,146152.2,201262.4,202034.6
"sp|Q9EST3|4ET_MOUSE","Eif4enif1","Eukaryotic translation initiation factor 4E transporter OS=Mus musculus GN=Eif4enif1 PE=1 SV=2",45428.4,45296.3,46482.4,41619.6,56604,52991.4,97748.5,103665.7
"sp|Q6NZJ6|IF4G1_MOUSE","Eif4g1","Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus GN=Eif4g1 PE=1 SV=1",130218.1,125369.6,126993.7,123705.5,178378.3,166092.4,250656.4,251874.4
"tr|D3YWY7|D3YWY7_MOUSE","Eif4g1","Eukaryotic translation initiation factor 4 gamma 1 (Fragment) OS=Mus musculus GN=Eif4g1 PE=4 SV=1",81969.6,71036.2,87229.9,83524.7,125710,115550.7,167425.1,170141
"tr|A2AMI4|A2AMI4_MOUSE","Eif4g3","Eukaryotic translation initiation factor 4 gamma 3 (Fragment) OS=Mus musculus GN=Eif4g3 PE=1 SV=1",83628.1,57487,83104.2,76905.3,112479.1,108093,119209.6,124816.3
"sp|P63242|IF5A1_MOUSE","Eif5a","Eukaryotic translation initiation factor 5A-1 OS=Mus musculus GN=Eif5a PE=1 SV=2",164222.9,166250.7,166195.8,158161.2,198355.7,192574.9,280168.3,287713.5
"sp|Q05D44|IF2P_MOUSE","Eif5b","Eukaryotic translation initiation factor 5B OS=Mus musculus GN=Eif5b PE=1 SV=2",131159,130663.9,86467.9,109333.5,185966.8,176244.9,213419.6,221072.8
"sp|O08856|ELL_MOUSE","Ell","RNA polymerase II elongation factor ELL OS=Mus musculus GN=Ell PE=2 SV=2",11518.8,11480.2,9469.7,13489.9,13734.2,12525,19882.4,18951.3
"sp|Q9JLJ5|ELOV1_MOUSE","Elovl1","Elongation of very long chain fatty acids protein 1 OS=Mus musculus GN=Elovl1 PE=2 SV=1",25046.6,21082.1,24699.2,29256.2,29934.1,28842.8,56340.1,57929.9
"sp|Q91WG4|ELP2_MOUSE","Elp2","Elongator complex protein 2 OS=Mus musculus GN=Elp2 PE=1 SV=1",77466.8,75369.7,79068.3,71993.1,82228.2,81010.7,120099.9,121807.3
"sp|Q3TAS6|EMC10_MOUSE","Emc10","ER membrane protein complex subunit 10 OS=Mus musculus GN=Emc10 PE=2 SV=2",70229.6,63669.8,76595.8,71192.1,84309.1,80573.4,117678.2,114293.7
"sp|P16406|AMPE_MOUSE","Enpep","Glutamyl aminopeptidase OS=Mus musculus GN=Enpep PE=1 SV=1",32644.2,31422.4,23231.8,36115.1,40907.6,40073.9,55062.5,54566.9
"tr|Q3U0P5|Q3U0P5_MOUSE","Entpd6","Ectonucleoside triphosphate diphosphohydrolase 6, isoform CRA_a OS=Mus musculus GN=Entpd6 PE=2 SV=1",32467.7,33478.6,30872.1,31958.7,45206.1,43221.6,66909.2,66612.7
"sp|O54839|EOMES_MOUSE","Eomes","Eomesodermin homolog OS=Mus musculus GN=Eomes PE=1 SV=3",25487.8,26248.5,27294.3,28009.1,25091.6,22994.5,40729.5,40706.6
"sp|Q8CGC7|SYEP_MOUSE","Eprs","Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus GN=Eprs PE=1 SV=4",158558.2,159609.2,125086.4,153711.5,187879.7,179144.2,244332.3,257750.9
"sp|Q3V1V3|ESF1_MOUSE","Esf1","ESF1 homolog OS=Mus musculus GN=Esf1 PE=1 SV=1",105529,105466.9,106240.1,101377.5,176390.2,161786.5,228972.9,237071.8
"sp|Q8BWY3|ERF1_MOUSE","Etf1","Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus GN=Etf1 PE=1 SV=4",138644.1,140319.7,110015.6,139157.5,176249.9,167951.9,241153,243889.4
"sp|Q9D4V0|EKI1_MOUSE","Etnk1","Ethanolamine kinase 1 OS=Mus musculus GN=Etnk1 PE=2 SV=2",65202.4,66236.6,76475.4,65542.9,114907.2,109396,168463.2,168272.6
"sp|P97360|ETV6_MOUSE","Etv6","Transcription factor ETV6 OS=Mus musculus GN=Etv6 PE=1 SV=1",33995.4,33999,38120.2,33864.7,37519.5,39736.8,63722.4,59988.7
"sp|Q61188|EZH2_MOUSE","Ezh2","Histone-lysine N-methyltransferase EZH2 OS=Mus musculus GN=Ezh2 PE=1 SV=2",33968.8,29906.2,29840.5,36325.9,37742.5,37759.2,61656.7,62625.3
"sp|Q8VE91|F134B_MOUSE","Fam134b","Protein FAM134B OS=Mus musculus GN=Fam134b PE=1 SV=1",52678.4,50116.4,65690.2,57337.3,99827.1,85426.5,121138.4,119520.1
"tr|E9QPM1|E9QPM1_MOUSE","Fam134b","Protein FAM134B OS=Mus musculus GN=Fam134b PE=4 SV=1",52415.9,49951.8,65038.7,57061.5,99985.4,85456.2,121509.5,119400.9
"sp|Q7TPD2|F185A_MOUSE","Fam185a","Protein FAM185A OS=Mus musculus GN=Fam185a PE=2 SV=1",8843.8,8425,7983.3,7461.1,9259.7,8934.2,15953.6,13706.1
"tr|M0QWZ1|M0QWZ1_MOUSE","Fam193a","Protein FAM193A OS=Mus musculus GN=Fam193a PE=4 SV=1",26821.1,28339.6,23756.2,23072.4,31539.6,31511.8,41662.4,41223.3
"sp|Q9CQB2|F195A_MOUSE","Fam195a","Protein FAM195A OS=Mus musculus GN=Fam195a PE=1 SV=1",6985,5981.5,6878.7,6931.8,12970.8,12007.4,40063,41697.9
"sp|P58468|F207A_MOUSE","Fam207a","Protein FAM207A OS=Mus musculus GN=Fam207a PE=1 SV=1",7076.8,7108.1,5752,8196.7,10825.9,9270.4,20617.6,22046.2
"sp|Q5DTT3|F208B_MOUSE","Fam208b","Protein FAM208B OS=Mus musculus GN=Fam208b PE=2 SV=2",23332.4,23367.9,19410.6,23297.1,33894.8,32139.3,41093.6,40030.4
"sp|Q8BGY7|F210A_MOUSE","Fam210a","Protein FAM210A OS=Mus musculus GN=Fam210a PE=2 SV=1",52115,51386,53896.8,52211.1,81253.5,73538.4,94068,99929.3
"sp|Q6P539|F222B_MOUSE","Fam222b","Protein FAM222B OS=Mus musculus GN=Fam222b PE=2 SV=2",14210.2,14837,15361.7,13832,19439.5,17873.7,23454.3,22064.8
"sp|Q8BK03|FA73B_MOUSE","Fam73b","Protein FAM73B OS=Mus musculus GN=Fam73b PE=1 SV=1",22059.8,20960.5,18210.8,22054.8,26404.5,25696.3,35554.1,32953.9
"sp|Q3UZW7|FA86A_MOUSE","Fam86a","Putative protein N-methyltransferase FAM86A OS=Mus musculus GN=Fam86a PE=2 SV=1",25598.1,27725.6,28525.6,24022.8,34614.9,32334.6,54130.3,50693.5
"sp|Q922J9|FACR1_MOUSE","Far1","Fatty acyl-CoA reductase 1 OS=Mus musculus GN=Far1 PE=1 SV=1",41438,41678.6,43844.8,43459.7,72032.3,67884.7,114635.4,113267.1
"sp|Q91VS8|FARP2_MOUSE","Farp2","FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2",3761,2898,2983.8,2613.3,5572.8,5244.9,9068,8819
"sp|P19096|FAS_MOUSE","Fasn","Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=2",122467.8,119409.1,121913.8,119869.2,183456.1,169226.2,296294.2,299894.9
"sp|P35545|UBIM_MOUSE","Fau","Ubiquitin-like protein FUBI OS=Mus musculus GN=Fau PE=1 SV=1",7594.7,8352.7,14395,12008.4,27253.8,24987.3,30213,28588
"sp|P62862|RS30_MOUSE","Fau","40S ribosomal protein S30 OS=Mus musculus GN=Fau PE=1 SV=1",80635.1,88408,74566.2,80790.6,126761.1,115029.7,206720.8,226602.7
"sp|P35550|FBRL_MOUSE","Fbl","rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus GN=Fbl PE=2 SV=2",143576.2,139506.8,99744.9,135575.9,153500.5,154666.5,228487.4,233471.9
"sp|Q80WS3|FBLL1_MOUSE","Fbll1","rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 OS=Mus musculus GN=Fbll1 PE=2 SV=1",112843.9,109611.3,85659.3,107739.1,122527.4,121528,171578.1,170378.4
"sp|Q9QXW0|FBXL6_MOUSE","Fbxl6","F-box/LRR-repeat protein 6 OS=Mus musculus GN=Fbxl6 PE=2 SV=2",10931.8,11902.4,11954.6,12575.4,16164.3,15753.8,23254.9,20470
"sp|Q7TPD1|FBX11_MOUSE","Fbxo11","F-box only protein 11 OS=Mus musculus GN=Fbxo11 PE=1 SV=3",34604.4,32556.9,28596.1,35062.9,46826.2,44896.3,51230.9,51286.8
"sp|Q8BJL1|FBX30_MOUSE","Fbxo30","F-box only protein 30 OS=Mus musculus GN=Fbxo30 PE=1 SV=2",6746.8,7345,6957.9,6936.4,9708.2,8370,13048.1,14294.3
"sp|P53798|FDFT_MOUSE","Fdft1","Squalene synthase OS=Mus musculus GN=Fdft1 PE=2 SV=2",8598.4,8506.2,11587.8,10005.8,12552.7,11865.3,18920.5,18287.1
"sp|Q920E5|FPPS_MOUSE","Fdps","Farnesyl pyrophosphate synthase OS=Mus musculus GN=Fdps PE=1 SV=1",92295.3,80920.9,100167.3,95445,105566.4,101090.2,146179.7,147018.1
"sp|Q9Z2G1|FM1AA_MOUSE","Fem1aa","Protein fem-1 homolog A-A OS=Mus musculus GN=Fem1aa PE=2 SV=1",31140.4,28011,37525.5,31267.4,51489.2,43901.8,60477.2,56609.6
"sp|Q9Z2G0|FEM1B_MOUSE","Fem1b","Protein fem-1 homolog B OS=Mus musculus GN=Fem1b PE=1 SV=1",51351.9,46700.4,46151.9,48714.3,67702.8,64890.5,79191.9,81440.7
"sp|Q8CEF1|FEM1C_MOUSE","Fem1c","Protein fem-1 homolog C OS=Mus musculus GN=Fem1c PE=2 SV=1",35829.2,33689.5,35212.4,31752,43362.6,41938.5,59874.2,57523.2
"sp|P70377|FGF13_MOUSE","Fgf13","Fibroblast growth factor 13 OS=Mus musculus GN=Fgf13 PE=1 SV=2",30444.9,31641.8,30259.7,30918.6,46764.3,44324.8,46808.1,48184.5
"sp|P30416|FKBP4_MOUSE","Fkbp4","Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus GN=Fkbp4 PE=1 SV=5",153221.6,155768.6,167881.5,153674.2,191303.8,181901.6,254494.3,258862.4
"sp|B2RXV4|FLVC1_MOUSE","Flvcr1","Feline leukemia virus subgroup C receptor-related protein 1 OS=Mus musculus GN=Flvcr1 PE=2 SV=1",31417.6,36360.9,30162,47179.3,45442,51708.8,67462.2,73156.4
"sp|P48755|FOSL1_MOUSE","Fosl1","Fos-related antigen 1 OS=Mus musculus GN=Fosl1 PE=2 SV=2",3998.8,5566.3,4921.5,4960.6,18764.4,15277.7,48912.5,57223
"sp|Q3UCQ1|FOXK2_MOUSE","Foxk2","Forkhead box protein K2 OS=Mus musculus GN=Foxk2 PE=1 SV=3",75450.7,72693.6,68666.8,71001.9,86020.7,84018.3,117371.6,121436.2
"sp|Q9DBY0|FOXP4_MOUSE","Foxp4","Forkhead box protein P4 OS=Mus musculus GN=Foxp4 PE=1 SV=1",22981.8,23720.2,25894.7,21887.8,36485,33905.5,51849.3,51935.1
"sp|P48760|FOLC_MOUSE","Fpgs","Folylpolyglutamate synthase, mitochondrial OS=Mus musculus GN=Fpgs PE=1 SV=3",17415.6,18215.8,19048.3,17921.1,27431.2,26648,55621.8,56549.1
"sp|A2ARZ3|FSIP2_MOUSE","Fsip2","Fibrous sheath-interacting protein 2 OS=Mus musculus GN=Fsip2 PE=1 SV=3",5607.2,5413.8,7365,6082.3,10070.4,8860.7,13189.2,13051.6
"tr|Q8CBC7|Q8CBC7_MOUSE","Ftsj1","Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Mus musculus GN=Ftsj1 PE=2 SV=1",26917.2,25750.3,23679.2,24714.9,30972.9,28421.9,41739.5,40006
"sp|Q9DBE9|SPB1_MOUSE","Ftsj3","pre-rRNA processing protein FTSJ3 OS=Mus musculus GN=Ftsj3 PE=1 SV=1",81148.2,81174.8,50665.4,74306.4,123301.8,105055.6,276609.3,299651.4
"sp|P11370|ENV2_MOUSE","Fv4","Retrovirus-related Env polyprotein from Fv-4 locus OS=Mus musculus GN=Fv4 PE=4 SV=2",33200.9,36190.9,40568.9,35826.9,90282.2,82407.2,109396,109885.8
"sp|Q61584|FXR1_MOUSE","Fxr1","Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1 PE=1 SV=2",68655.7,67443.2,58114.6,64370.5,84633.7,80131.2,105882.9,103831.7
"sp|Q61584-5|FXR1_MOUSE","Fxr1","Isoform D of Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1",98652.1,96503.9,82908.1,92272.1,121366.3,115582.9,151513.4,148612.5
"sp|Q9WVR4|FXR2_MOUSE","Fxr2","Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus GN=Fxr2 PE=1 SV=1",46051.4,46103.8,42272.6,46225.5,60406.9,58623.1,76883.2,78032
"tr|Q6P5B5|Q6P5B5_MOUSE","Fxr2","Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus GN=Fxr2 PE=1 SV=1",60281.4,59278.3,55170.6,58185,78017.9,75350.9,99832.2,100613.4
"sp|Q91Z49|UIF_MOUSE","Fyttd1","UAP56-interacting factor OS=Mus musculus GN=Fyttd1 PE=1 SV=1",18965.1,19552.7,18371.7,24946.7,25295.2,24647.4,75804.5,67657.4
"sp|Q9R1K5|FZR_MOUSE","Fzr1","Fizzy-related protein homolog OS=Mus musculus GN=Fzr1 PE=1 SV=1",13352,11993.8,9192,12731.5,15951.7,13911.8,20091.6,20517.5
"sp|P97855|G3BP1_MOUSE","G3bp1","Ras GTPase-activating protein-binding protein 1 OS=Mus musculus GN=G3bp1 PE=1 SV=1",109487.9,106327.2,93234,107328.3,142711.2,137045,195800.1,207072.5
"sp|P97379|G3BP2_MOUSE","G3bp2","Ras GTPase-activating protein-binding protein 2 OS=Mus musculus GN=G3bp2 PE=1 SV=2",81857.5,81542.3,78367.5,81787.6,120599.5,115075.5,148263.6,155320.9
"sp|P97379-2|G3BP2_MOUSE","G3bp2","Isoform B of Ras GTPase-activating protein-binding protein 2 OS=Mus musculus GN=G3bp2",81219.7,81375.3,78202.9,81736.3,121733.9,115550.4,147687.6,155582.1
"sp|Q9DCD6|GBRAP_MOUSE","Gabarap","Gamma-aminobutyric acid receptor-associated protein OS=Mus musculus GN=Gabarap PE=1 SV=2",62727.2,60263.2,64848,69157,82384.3,76937.7,105002.7,97673.1
"sp|P60521|GBRL2_MOUSE","Gabarapl2","Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Mus musculus GN=Gabarapl2 PE=1 SV=1",61908.8,63270.7,81499.7,74706.4,128522,116282,191871.7,198516
"sp|Q8CA72|GAN_MOUSE","Gan","Gigaxonin OS=Mus musculus GN=Gan PE=1 SV=2",23481.3,25373.9,24273.7,22267.1,32749,30645.1,39902,43056.1
"sp|Q9CY66|GAR1_MOUSE","Gar1","H/ACA ribonucleoprotein complex subunit 1 OS=Mus musculus GN=Gar1 PE=2 SV=1",75519.2,70979.7,65234.2,83720.8,95823.4,93625,156964.6,145495.6
"sp|Q9CZD3|SYG_MOUSE","Gars","Glycine--tRNA ligase OS=Mus musculus GN=Gars PE=1 SV=1",155400.3,147940.1,159113.9,144674.1,174440,167561.2,242851.6,246897
"sp|Q64737|PUR2_MOUSE","Gart","Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus GN=Gart PE=2 SV=3",128628,124112,127816.6,124165.6,158213,150564.9,234995.2,235937
"sp|Q9Z0E6|GBP2_MOUSE","Gbp2","Interferon-induced guanylate-binding protein 2 OS=Mus musculus GN=Gbp2 PE=1 SV=1",85679.4,82441.8,88608.7,85808,219265,248973.2,288224.1,290315
"sp|Q61107|GBP4_MOUSE","Gbp4","Guanylate-binding protein 4 OS=Mus musculus GN=Gbp4 PE=1 SV=1",56831.4,56208.6,55891.9,60585.9,80204.1,90632,89570.5,83435.1
"sp|Q8CFB4|GBP5_MOUSE","Gbp5","Guanylate-binding protein 5 OS=Mus musculus GN=Gbp5 PE=1 SV=2",57971.5,58485.5,58599.2,57602.1,134600.9,168542.4,190310.5,196185.3
"tr|E9PVA8|E9PVA8_MOUSE","Gcn1l1","Protein Gcn1l1 OS=Mus musculus GN=Gcn1l1 PE=4 SV=1",129851.8,125249.4,133587,127574.9,139723.6,131364.1,199208.8,198312
"sp|Q9JL56|GDE1_MOUSE","Gde1","Glycerophosphodiester phosphodiesterase 1 OS=Mus musculus GN=Gde1 PE=2 SV=1",27458.8,28105,32247.1,29704.1,33901.7,31974.8,48262.4,42808.1
"tr|Q6P6L6|Q6P6L6_MOUSE","Gemin4","Gem (Nuclear organelle) associated protein 4 OS=Mus musculus GN=Gemin4 PE=2 SV=1",63422.4,66043,68335.3,65410.7,85610.6,82893.4,123395.1,126610.2
"sp|Q8BX17|GEMI5_MOUSE","Gemin5","Gem-associated protein 5 OS=Mus musculus GN=Gemin5 PE=2 SV=2",88196.8,83748.3,83033,84613.4,117624.5,109982,163174.8,167702.5
"sp|Q9CX53|GEMI6_MOUSE","Gemin6","Gem-associated protein 6 OS=Mus musculus GN=Gemin6 PE=2 SV=2",26523.8,24456.9,27244.6,23070.2,26780.8,26539.2,41308.2,39743.9
"sp|P70338|GFI1_MOUSE","Gfi1","Zinc finger protein Gfi-1 OS=Mus musculus GN=Gfi1 PE=1 SV=2",12278.8,11512,9069,14155.7,29590.9,26456,39818.3,45514.1
"sp|Q8K0D5|EFGM_MOUSE","Gfm1","Elongation factor G, mitochondrial OS=Mus musculus GN=Gfm1 PE=2 SV=1",91773.4,92060.8,88104.5,89019.4,111574.4,105476,167632.7,165024.1
"sp|Q3UHD2|GFOD1_MOUSE","Gfod1","Glucose-fructose oxidoreductase domain-containing protein 1 OS=Mus musculus GN=Gfod1 PE=2 SV=1",24512.2,25036.8,23787.8,24966.2,54887,48367.3,67497,69722.6
"sp|Q6P5E6|GGA2_MOUSE","Gga2","ADP-ribosylation factor-binding protein GGA2 OS=Mus musculus GN=Gga2 PE=1 SV=1",47223.7,50831.3,51828,50107.5,86780.3,76340.9,120273.4,113646.1
"sp|Q5SV77|GGNB2_MOUSE","Ggnbp2","Gametogenetin-binding protein 2 OS=Mus musculus GN=Ggnbp2 PE=1 SV=1",27725.7,25587.6,30080.3,28932.7,42460,41946.5,46663.6,45566.9
"sp|Q9CPY6|GID4_MOUSE","Gid4","Glucose-induced degradation protein 4 homolog OS=Mus musculus GN=Gid4 PE=2 SV=1",42123.3,43203,43264.3,40688.6,52470.6,48986.2,65154.8,68111.5
"sp|Q6Y7W8|PERQ2_MOUSE","Gigyf2","PERQ amino acid-rich with GYF domain-containing protein 2 OS=Mus musculus GN=Gigyf2 PE=1 SV=2",78535.8,73743.7,63239,73467.9,103398.9,98920.5,118860.4,124597.5
"tr|G3UYH4|G3UYH4_MOUSE","Gigyf2","PERQ amino acid-rich with GYF domain-containing protein 2 (Fragment) OS=Mus musculus GN=Gigyf2 PE=4 SV=1",16030.8,16445.2,12284.3,13514.4,20763.5,18911.7,28248.5,26146.5
"sp|Q9CZ15|PSF1_MOUSE","Gins1","DNA replication complex GINS protein PSF1 OS=Mus musculus GN=Gins1 PE=2 SV=1",24003,22401.4,21106.2,23090.1,22033.1,20220.9,37289,35196.5
"sp|Q8BZM1|GLMN_MOUSE","Glmn","Glomulin OS=Mus musculus GN=Glmn PE=2 SV=1",74753.5,72255.8,79840,71555.6,89028,84309.2,131011.9,136793.4
